,keypoint_coords,keypoint_scores
500,"[[55.92576377336369, 385.28114720394734], [18.316409354986146, 371.00318142101526], [21.19200997019923, 345.6783079302482], [36.046307098033814, 399.2456616853413], [52.12498536220817, 332.580811715012], [133.30075853924419, 417.8099855851899], [163.39062171758607, 274.27514181182715], [275.0051895407743, 484.41249354604327], [317.9163087356922, 222.4634548351525], [413.4635422285213, 509.20664956124773], [410.7346805306368, 225.68119906922846], [408.2245989732964, 408.1603288422361], [420.1077320159868, 315.7638885644064], [613.0218294054963, 402.02802010130085], [592.3005297017652, 324.25493888307415], [745.9345589571221, 384.72582657371413], [725.7369997335035, 324.8093746495589]]","[0.939948320388794, 0.8820724487304688, 0.9565537571907043, 0.35177984833717346, 0.7464555501937866, 0.6244657635688782, 0.995720624923706, 0.9787905216217041, 0.8017276525497437, 0.9655078053474426, 0.9330377578735352, 0.9947130680084229, 0.9913049936294556, 0.9499988555908203, 0.9860752820968628, 0.6976650953292847, 0.9419492483139038]"
501,"[[57.35050139316293, 386.04598487963517], [20.188315901645396, 373.1604821602123], [17.762000571849736, 342.9217558500299], [34.74067133526469, 402.49223699980377], [51.144975928373114, 331.7859529194079], [137.18281519690225, 420.60660184285285], [164.75427152944167, 273.7693034632925], [287.18914763872016, 486.63531508742335], [326.8484756114871, 227.9760041305323], [422.62831958504614, 511.05690988056966], [416.74297838432847, 229.83657179837022], [416.5741889476776, 412.1584163099955], [428.14962152547616, 311.18208305687426], [625.0203447341919, 400.11632307864835], [601.8295128400936, 321.66507410660887], [759.7800159897915, 417.0292174416866], [724.8463623579158, 323.1438508102198]]","[0.935462474822998, 0.886920690536499, 0.9521834850311279, 0.3023031949996948, 0.722140908241272, 0.5593569874763489, 0.995002269744873, 0.9812639951705933, 0.6275416016578674, 0.9522465467453003, 0.9023009538650513, 0.9942761659622192, 0.9883683919906616, 0.9462609887123108, 0.9842314124107361, 0.8242138028144836, 0.9399547576904297]"
502,"[[59.002942817155706, 357.1737860720694], [20.65786406051281, 368.11235783773174], [20.91618420356928, 328.8999420604067], [35.230444575465, 387.0757629540548], [53.16249235286269, 323.28614449386964], [161.64011604841366, 437.9323333302183], [138.43427595981333, 241.7601137298146], [331.39247379746547, 475.7915150035511], [301.65488826396853, 232.2049957713442], [434.7788670894712, 506.92785673734676], [415.9870982502782, 216.4337070592853], [418.51338120948435, 404.85429681659315], [399.65175167349884, 308.2822662791567], [614.0708913359531, 395.48968301435406], [597.0036043566326, 321.22317665501646], [759.351503771405, 420.35451204582836], [724.3638341814973, 317.3911442368795]]","[0.9709456562995911, 0.8977128267288208, 0.9401949644088745, 0.30515921115875244, 0.6745159029960632, 0.9765257835388184, 0.23497089743614197, 0.9191348552703857, 0.9724316596984863, 0.9812100529670715, 0.8826990723609924, 0.994144082069397, 0.9491915702819824, 0.9410629272460938, 0.9856492280960083, 0.8286950588226318, 0.9268023371696472]"
503,"[[57.35211385682572, 362.7060944041567], [21.999786554380904, 371.4346094450882], [21.05870300115541, 334.9860349226226], [36.82694736746855, 397.3110016453209], [55.55921802964322, 328.78386137017793], [160.1666769870492, 439.9812309593675], [139.8024639750636, 250.99538118645336], [319.25967992738236, 476.60227944406023], [295.28390733585803, 246.0489227440939], [422.7277947359307, 496.99309061588855], [412.6746002906977, 242.14872661389802], [414.8056214022082, 406.53530139101747], [418.9477189252543, 306.18222469348086], [616.9592751347742, 389.37561911258973], [594.3813384743625, 324.7213526091507], [766.4206893388615, 409.57325912548595], [723.9445070222367, 317.639152855394]]","[0.974946141242981, 0.8961294889450073, 0.9471904039382935, 0.32526540756225586, 0.6842880845069885, 0.9778581261634827, 0.22732537984848022, 0.9488043785095215, 0.958981990814209, 0.9491750001907349, 0.8479574918746948, 0.9940272569656372, 0.6626902222633362, 0.9337415099143982, 0.9869940280914307, 0.8360826969146729, 0.9250022172927856]"
504,"[[50.74924837156784, 359.9882134980562], [17.83237579256989, 387.91387238570945], [12.886213579843211, 333.2652874084181], [31.813319139702376, 401.1682033995122], [49.436709248742396, 324.9341345974133], [161.82066158915674, 439.2384097450658], [165.86255370738894, 283.52555416417465], [327.97117863144985, 478.49289597506726], [326.70861958348473, 219.78710703872608], [415.5236180882121, 504.66104607833057], [412.35295158208805, 212.8501315322219], [409.51217955212263, 403.4561901913876], [415.4741379715676, 311.72638523521607], [618.8043665996818, 390.57049472936603], [598.7006184333978, 323.58237818667766], [764.0425573836926, 393.2267263859653], [726.0809331938278, 320.1769435462769]]","[0.971250057220459, 0.9487184286117554, 0.9355913996696472, 0.3434795141220093, 0.6459220051765442, 0.9725890159606934, 0.9139618277549744, 0.9421555995941162, 0.736221194267273, 0.974440336227417, 0.9252203702926636, 0.9943342208862305, 0.9904922246932983, 0.9248796105384827, 0.9843554496765137, 0.8398311734199524, 0.9292586445808411]"
505,"[[51.49922033797863, 368.32515296753513], [17.617313451545183, 392.9891564401143], [13.053536603617115, 340.14496579694975], [30.941262888353926, 402.7074333811491], [48.271792433982675, 327.51651161595396], [159.7822240785111, 440.04066576798], [166.08523116000865, 281.1903315639952], [327.82800949451536, 479.223914625542], [320.04896829294603, 218.7843811911259], [409.51852626578756, 504.2422164113898], [377.09722722962846, 249.4312107505981], [408.58757651129434, 406.0063981781736], [419.7012943306635, 311.37952740682937], [618.420699452245, 391.91287100029905], [598.480277793352, 326.33806584554424], [763.3217357369357, 404.192988929566], [724.4733478634856, 324.2505846525493]]","[0.9773883819580078, 0.9468855857849121, 0.9567141532897949, 0.283483624458313, 0.7429112195968628, 0.9764047861099243, 0.932881236076355, 0.9349648952484131, 0.7673816680908203, 0.9785847663879395, 0.9096643924713135, 0.9948615431785583, 0.9908254146575928, 0.9335803389549255, 0.9854320883750916, 0.8497957587242126, 0.9359021186828613]"
506,"[[52.79377041306607, 365.49036637447665], [19.408963713535044, 391.1470424159292], [15.708991050720215, 339.0435586591657], [32.996697403663816, 405.2776208904942], [48.772591524345934, 328.50550601356906], [164.34469631106356, 442.69726328872605], [163.2391131201456, 288.8586250560706], [317.53367614746094, 474.4527803995963], [321.63053060132404, 220.29804576526988], [411.70590014790383, 499.45246573270225], [414.1606619191724, 213.3667751476525], [410.4661620273147, 405.7741331255607], [419.26721584519674, 316.3768129485646], [616.4050726336102, 390.7925225216806], [594.8746925176576, 327.4005944648998], [763.8626606076263, 411.47728440864233], [726.0065205152645, 323.76971231122906]]","[0.9768708944320679, 0.957431435585022, 0.9551936388015747, 0.3680259585380554, 0.6925693154335022, 0.9770210385322571, 0.9157179594039917, 0.9491991996765137, 0.7891126871109009, 0.9632195830345154, 0.9053517580032349, 0.994808554649353, 0.9900573492050171, 0.9331476092338562, 0.9859380125999451, 0.8661699295043945, 0.9488867521286011]"
507,"[[52.81070128152537, 366.48219058388156], [19.80480464669161, 391.63056791113894], [16.371412853861965, 340.9685899652362], [33.02198347934457, 403.9851627623636], [50.21587562561035, 328.65902257307863], [164.85190431461777, 439.9966737300015], [162.084608033646, 288.8703356291118], [315.65953356720684, 474.18344160016073], [318.73702754530797, 212.67126932098535], [410.1434795468353, 498.08894983319004], [410.0886116914971, 210.21069978412828], [412.57842958805173, 404.0100929953835], [418.2406929759092, 316.2240585984226], [613.3964784089909, 393.3848929519288], [590.6940529401912, 326.10245554070724], [765.5453042318654, 408.76330507999404], [725.0062907241112, 324.84953811864534]]","[0.9751819372177124, 0.9480198621749878, 0.9549213647842407, 0.32530784606933594, 0.723666787147522, 0.9761707782745361, 0.9221408367156982, 0.9556488394737244, 0.8295125961303711, 0.9640833735466003, 0.9199765920639038, 0.9949765205383301, 0.9907615184783936, 0.9303386211395264, 0.9858866333961487, 0.8732179999351501, 0.9482746720314026]"
508,"[[52.8159543858018, 370.17210015839936], [19.12932094307833, 392.64108739971545], [16.785946712937466, 344.75006541566984], [31.568218364272006, 403.8955980510803], [48.64156310502873, 329.4877222964638], [164.38853516689568, 438.29228597394587], [167.59390507187953, 262.0292641671651], [318.3418353768282, 472.83872613496186], [321.6245594468228, 213.22294828424043], [407.07155990600586, 496.34436721436714], [410.0421840756439, 210.0514681145335], [414.128778757051, 403.26872757177034], [415.56643419487534, 300.63339890475476], [608.7683187529099, 392.80698055285586], [591.4068689568098, 326.6574111281399], [764.4533388004746, 405.88047009335753], [724.9907959561016, 326.7953710236618]]","[0.9771983623504639, 0.9484258890151978, 0.9619697332382202, 0.324423223733902, 0.7404251098632812, 0.977769136428833, 0.9743338823318481, 0.9533050060272217, 0.806077241897583, 0.9649804830551147, 0.9202777147293091, 0.9947619438171387, 0.7673307061195374, 0.9192167520523071, 0.9871392250061035, 0.8667858839035034, 0.9495849013328552]"
509,"[[52.90388089557027, 361.8356688284988], [16.032228602919467, 369.80420272316087], [15.458822982255803, 335.42044169594794], [32.69476673214935, 399.2759193529923], [50.832287100858466, 324.60730739757776], [163.34484286640966, 437.1184105393989], [135.56177272353062, 249.25860683313397], [316.46895253381064, 474.1286150918623], [292.20501662409583, 213.40758839292388], [398.75238116951874, 495.8750897275204], [415.87539734951287, 209.6335320723684], [412.77833256610603, 404.7069144363038], [415.2320936336074, 299.8992248243122], [612.0740582222162, 392.48202237215907], [592.6536749906319, 324.91472016110947], [764.0750900978265, 401.35919890335305], [723.895786684613, 324.893661572032]]","[0.9766963720321655, 0.8999435901641846, 0.9520503282546997, 0.36965227127075195, 0.6970290541648865, 0.9784663915634155, 0.32673269510269165, 0.9591487050056458, 0.9764552116394043, 0.9733085632324219, 0.9156985878944397, 0.9946060180664062, 0.7727909088134766, 0.9189634919166565, 0.9854984879493713, 0.8493912220001221, 0.9472508430480957]"
510,"[[52.73902223276538, 360.35186037492525], [19.66064031734023, 386.76374444550873], [14.090395616930586, 332.95353501607354], [32.506338385648505, 398.47233968488337], [51.17938880033272, 325.0095641213741], [159.68415353464528, 437.0357239645634], [162.5420879097872, 278.7584865150269], [313.8505823889444, 471.8873691102534], [320.1331187403479, 213.56681568200509], [404.54348142756976, 495.36115399958413], [417.7593595815259, 207.3789459666567], [405.22274906690734, 401.9932023189855], [414.80944391738535, 307.7595790151204], [609.3314669631249, 391.7735473048744], [588.109903557356, 321.6737854880009], [760.5047680167265, 404.69482421875], [722.6678278945213, 322.62277995570423]]","[0.977482795715332, 0.9633351564407349, 0.9516323804855347, 0.3767165541648865, 0.6787641644477844, 0.9788087606430054, 0.9446096420288086, 0.9607108235359192, 0.8001936674118042, 0.9721813797950745, 0.9068215489387512, 0.9944600462913513, 0.989722728729248, 0.9222482442855835, 0.9852215051651001, 0.8539188504219055, 0.9484283924102783]"
511,"[[55.050567626953125, 357.7028294613487], [17.871898473695268, 368.86214698901017], [16.772763562756914, 331.03953092292164], [36.121519709742344, 397.881254716353], [51.674742676490965, 324.2549914492374], [165.8570045648619, 437.05847635223535], [132.69104571675146, 245.61751224207535], [319.29301257466165, 474.4589802865206], [293.8331104766491, 219.6447169837769], [402.8636974068575, 498.35073735725365], [420.2013917080192, 208.18119030820125], [410.76762187203695, 403.10387862356083], [412.2721858911736, 298.47586161782294], [620.6881194003793, 388.2291627728768], [591.7384916349899, 320.694854590311], [757.1079999347066, 396.41056626607354], [721.8444163965625, 320.38752943705146]]","[0.9790951013565063, 0.9129154682159424, 0.9521610736846924, 0.402856707572937, 0.675293505191803, 0.97945237159729, 0.35770735144615173, 0.9538304209709167, 0.9734247922897339, 0.9763616919517517, 0.8863197565078735, 0.9952459335327148, 0.7663812637329102, 0.9245524406433105, 0.9837318658828735, 0.8451845645904541, 0.9411518573760986]"
512,"[[58.05660930899687, 362.9227838105562], [16.246308348899664, 371.46326238458806], [20.277396645656854, 336.49317691200656], [37.81493408735408, 398.691550806949], [53.161610536797106, 326.2704219544333], [167.42016841090003, 431.26487038352275], [137.44948897250865, 247.91974665445574], [332.0994761267374, 475.7833979118384], [293.5697450859602, 212.90734834077827], [393.67316787187445, 513.7453756378028], [419.4717204071755, 205.9411708704022], [407.8863689733106, 404.4002215371748], [415.45146348864535, 300.0301379336124], [613.5554824429889, 395.74048202003587], [592.9037233840588, 320.49298884195576], [752.5810837856559, 392.1025900293195], [720.7174097992653, 324.735519190154]]","[0.9789409041404724, 0.9009804725646973, 0.9542851448059082, 0.39384761452674866, 0.7323917746543884, 0.9789131879806519, 0.3065859079360962, 0.9298218488693237, 0.9738320112228394, 0.9757139682769775, 0.8972309231758118, 0.9954714775085449, 0.758476734161377, 0.9237788319587708, 0.9818331003189087, 0.8487908840179443, 0.9392393231391907]"
513,"[[57.14013787203057, 381.08260013270035], [18.006457306617914, 371.63606050482207], [15.58757127717484, 337.3817903801585], [34.31140642387923, 398.18611254532374], [49.409265873044035, 328.72238816256726], [137.74624527332395, 417.53718471983404], [165.85484096615815, 265.64401142905206], [277.12892071036407, 479.5991172973049], [328.48060377254046, 214.74010996841358], [410.57481357663175, 504.8990393825695], [389.1289870239968, 249.50295188210228], [410.89849833555, 407.3697016227759], [418.06346605544866, 297.44156978917465], [613.3281738813533, 399.08770839563397], [589.2437206090883, 320.5230917314593], [744.4297902306845, 388.5597572144139], [723.5123714846234, 323.93174166884717]]","[0.9549401998519897, 0.8981899619102478, 0.9539364576339722, 0.3700663447380066, 0.730480968952179, 0.622290313243866, 0.9955229759216309, 0.9811242818832397, 0.7429156303405762, 0.9624582529067993, 0.8825993537902832, 0.9949133396148682, 0.7472296953201294, 0.9398694038391113, 0.9803375005722046, 0.685630202293396, 0.9429852962493896]"
514,"[[57.844677415004995, 383.787018260317], [20.605099966359692, 371.07176566238036], [19.07059829179631, 343.2445588180323], [36.49063846676849, 402.1380600632663], [50.875990534937664, 333.0116293875224], [134.74231365115145, 422.5717586535586], [163.02161318756814, 271.2290465432491], [275.71744497432263, 484.8246129962246], [325.61373156170515, 229.11998986057117], [419.5008959215741, 508.3222910319789], [401.20273700980255, 227.23999607505982], [411.4133308987285, 411.08212411688845], [417.2182288225307, 302.5967217404306], [603.4840832200161, 408.13914029792164], [587.5511723008267, 321.553557911558], [732.2385823449423, 401.719725394363], [722.5269939954891, 325.095200242038]]","[0.9352625012397766, 0.8844795823097229, 0.961388111114502, 0.40664929151535034, 0.7625064849853516, 0.640470564365387, 0.9951491355895996, 0.9787997007369995, 0.7210797071456909, 0.9573370218276978, 0.8557358980178833, 0.9943643808364868, 0.7567479610443115, 0.9485573172569275, 0.9779033660888672, 0.7010695934295654, 0.9363690614700317]"
