,keypoint_coords,keypoint_scores
1345,"[[87.65730864502663, 436.69572602048447], [53.508290224297106, 460.6203449742075], [55.258027453755226, 416.12380032334033], [85.64947802521462, 474.9071754565079], [90.98057263396507, 418.06444962058913], [189.14004765000456, 533.1420022334779], [140.93807930170104, 394.71156070106906], [341.21309555408567, 537.4569074274821], [297.3199466217396, 299.4850834020587], [409.8947105740392, 554.0132571863786], [411.81063706375835, 296.8764223892723], [435.3304107577302, 491.4170200402657], [417.85917131845343, 361.49658203125], [581.6715408591338, 489.3236136550538], [593.2251705347105, 387.1859580592105], [738.972182868525, 461.1411705199611], [738.5285203415294, 381.7715388393858]]","[0.9709922671318054, 0.9501166343688965, 0.9373897910118103, 0.5468446612358093, 0.6832858324050903, 0.9759712219238281, 0.33208897709846497, 0.8193475008010864, 0.9816690683364868, 0.9685629606246948, 0.9594929218292236, 0.9956774115562439, 0.9401679039001465, 0.8451758623123169, 0.9309948682785034, 0.9591444730758667, 0.9338940382003784]"
1346,"[[74.03625962900561, 452.1347235720694], [63.32340063050736, 465.5017133648886], [66.77751510087835, 423.09256667725776], [97.20088426456896, 478.91918711685105], [72.52589137055153, 399.3293689198471], [196.74538368402526, 538.0261172061902], [193.22766350590905, 356.93880948153407], [332.61371818808624, 540.511308149858], [305.2452661492104, 296.7314109619725], [427.6116326298825, 598.1898316013755], [435.6882745498835, 299.3592597194836], [433.0752323061921, 497.5514739552183], [423.11408873075663, 364.02251467180025], [572.1374872784282, 486.003020802183], [579.5150061319041, 387.1758069490132], [748.2466491876647, 482.2188352739982], [731.5814278181209, 390.89991519325656]]","[0.990609347820282, 0.9583497047424316, 0.9460179805755615, 0.48729389905929565, 0.7800341844558716, 0.9640527963638306, 0.9956670999526978, 0.987580418586731, 0.982435941696167, 0.8022508025169373, 0.9542492032051086, 0.8804042935371399, 0.9301348924636841, 0.8368542194366455, 0.9001833200454712, 0.8614518046379089, 0.5712252855300903]"
1347,"[[98.02389973263408, 455.0743460769288], [84.07103514116864, 465.9607459255383], [86.30927642556124, 421.8820730693032], [94.69818870411363, 490.9655786359139], [91.036879739096, 400.845271936444], [205.46707366233647, 543.7980863580293], [201.686748659888, 350.85188432173294], [307.51550790875456, 591.7009475927033], [331.1916764059732, 325.8120304089414], [430.6839542056239, 545.6109648344049], [451.7180742219437, 292.2993522169487], [416.46465833797015, 489.3430201973071], [428.1516500960949, 366.26346861916863], [597.8989311040834, 490.51657936789775], [595.7643630449162, 388.36346932005085], [749.5968520918558, 477.15875945022805], [744.1928324754848, 385.9876426441247]]","[0.990694522857666, 0.9667500853538513, 0.9564418196678162, 0.7762244343757629, 0.779534101486206, 0.9454965591430664, 0.9952149391174316, 0.8961188197135925, 0.5573474764823914, 0.9706355333328247, 0.9293113350868225, 0.9900951385498047, 0.8781424760818481, 0.8959405422210693, 0.915966272354126, 0.9532850980758667, 0.9149655103683472]"
1348,"[[130.49210351012474, 456.65897643166863], [106.86302615598191, 466.3553805556594], [107.73400907183803, 422.6043496747907], [114.98791187863017, 492.4308838912745], [117.58290602440059, 405.53849653764206], [229.6508839851202, 529.0082780025792], [219.08203184881876, 351.9325628691313], [354.5330752439277, 546.0124243047248], [326.40086105257967, 295.45536734841085], [457.46068719375967, 549.6313593376196], [460.0685259353283, 289.29073680530894], [459.49692961227066, 487.37715889962664], [437.4244247259096, 364.7894316312799], [613.1760527366815, 494.5859947387111], [609.0454388995504, 386.11155240729664], [754.0032342201056, 477.80120557575134], [753.5414539159731, 392.67696298480604]]","[0.9894482493400574, 0.9679750204086304, 0.9580271244049072, 0.7613797187805176, 0.7521755695343018, 0.993112325668335, 0.9944946765899658, 0.9869964122772217, 0.9840415716171265, 0.9734642505645752, 0.9413217306137085, 0.9887025356292725, 0.9097292423248291, 0.9120551347732544, 0.9270244240760803, 0.950406551361084, 0.9091954231262207]"
1349,"[[163.59231194784476, 459.31069406025716], [139.35200713401616, 468.82964503822143], [143.36667003188023, 427.02942770633973], [144.0427017211914, 488.78311056839794], [140.26281290276106, 397.67745168585526], [228.75135128997093, 532.0791290137186], [239.63936730318292, 351.22786380457535], [361.1460060297057, 539.3660345488188], [330.76076438815096, 297.6869395132841], [472.53190005102823, 546.0816101366253], [477.87020980480105, 294.10280968013564], [421.9010291875795, 486.71640423496376], [432.1953562359477, 363.9139538632626], [623.0082522658415, 476.3733362809323], [607.216435853825, 383.5198244523774], [747.1736538243848, 488.180876918957], [751.8613187435062, 392.49270982149113]]","[0.985863208770752, 0.9491462707519531, 0.9238042831420898, 0.7652102708816528, 0.5485091209411621, 0.896614670753479, 0.9929608702659607, 0.9804537892341614, 0.9777450561523438, 0.9777401685714722, 0.932160496711731, 0.9894410371780396, 0.90022873878479, 0.9907705783843994, 0.9439879655838013, 0.9531447887420654, 0.9141174554824829]"
1350,"[[208.56901914019917, 446.7882716712769], [168.4187463716019, 468.17151959432937], [169.50641924835915, 432.052276465311], [175.9577540907749, 495.7511978514457], [173.7481781272001, 413.2858028138083], [249.26217882023303, 527.5701612262635], [248.5143074656642, 366.24542674379484], [381.84991978490075, 540.5454703153035], [344.3335371239241, 298.1317646081368], [485.0181541442871, 533.4466465124103], [500.8607356049294, 303.2184042314593], [472.5844625872235, 487.65302922737084], [452.30596524615623, 363.4050783586274], [631.9683906228043, 487.6827617809533], [620.745626405228, 395.74636943032294], [787.4419246052587, 503.0794207559248], [751.9678822783537, 401.4527060768821]]","[0.9556523561477661, 0.9429322481155396, 0.9244793653488159, 0.7637385129928589, 0.7959332466125488, 0.7353411912918091, 0.9814807772636414, 0.9716470241546631, 0.9691228866577148, 0.9653295278549194, 0.9243286848068237, 0.9764536023139954, 0.8837137818336487, 0.9898377060890198, 0.8807076215744019, 0.8995386958122253, 0.9073103666305542]"
1351,"[[217.7461651480475, 446.7649498168361], [192.8899688942488, 464.7556607917165], [193.11626966609512, 428.8083426005532], [198.47134573515072, 490.7104339782131], [199.9526077647542, 413.5907508083508], [265.41333291696947, 529.2271021792764], [274.4475511062977, 363.11682304126793], [383.88244912790697, 544.3326287520559], [372.01011223016786, 303.48610909931966], [496.60123647645463, 541.5785706442509], [507.43175808219024, 308.0956242757551], [440.92480619563617, 490.9703379726866], [465.92372477331827, 366.3843707947069], [624.4353164628495, 494.0967322536633], [617.1074485778809, 398.71714030726673], [782.7516079392544, 499.78614040539026], [749.9939055221025, 409.85462097460004]]","[0.928962230682373, 0.9383397102355957, 0.9448952674865723, 0.7377573251724243, 0.7643921375274658, 0.629492998123169, 0.9735097885131836, 0.9653085470199585, 0.963866114616394, 0.9363215565681458, 0.9382777214050293, 0.9910445213317871, 0.9050816893577576, 0.8975917100906372, 0.8566769957542419, 0.8797457814216614, 0.9134983420372009]"
1352,"[[253.86335962872172, 458.4307715311005], [231.15789819318195, 469.7305706699499], [231.3056968644608, 447.42104562275716], [232.45889339890593, 497.1688492332349], [226.06290826132133, 425.38359281549043], [268.92359072663066, 541.8800317499627], [273.2272341972174, 385.72716525867224], [392.1060390028843, 547.0985230076255], [370.05016894673196, 316.24842593544406], [479.1495422540709, 540.8507191051136], [512.5872957096543, 313.6129191275419], [430.6740597569665, 493.0613306949013], [446.3302615187889, 359.23134251644734], [590.3449734532556, 496.40628504410887], [606.2122394650481, 410.15954414623207], [712.5935407239338, 497.50416440826854], [741.149537410847, 413.35886540025047]]","[0.8821827173233032, 0.8842341303825378, 0.909832239151001, 0.7574987411499023, 0.7411318421363831, 0.16854679584503174, 0.9794799089431763, 0.9572077989578247, 0.9602844715118408, 0.9400466680526733, 0.94791179895401, 0.9830090999603271, 0.8587226867675781, 0.841973066329956, 0.8159379959106445, 0.8946080207824707, 0.9279811382293701]"
1353,"[[276.8502164441486, 466.48184014279303], [261.94914999673534, 466.12748871579697], [267.1480792733126, 440.38955615468], [257.23232845927396, 489.6311630130385], [263.57585498898527, 434.3681138326106], [304.53876850216886, 542.03048487029], [310.595586710198, 380.75152091432415], [420.81317679826606, 568.4042489813845], [398.112066180207, 337.1434787585975], [460.094810352769, 514.7600938714862], [524.1796875, 310.8412747177781], [446.334004513053, 494.15673433878777], [473.7093858940657, 361.7545884419856], [569.3083316004554, 511.176483300314], [588.0674945032874, 408.53289006429424], [700.357029537822, 498.7754069789175], [734.4965841825618, 413.4657966577265]]","[0.8268765807151794, 0.8820647597312927, 0.817704975605011, 0.7477808594703674, 0.3376055955886841, 0.9386037588119507, 0.9844084978103638, 0.9040662050247192, 0.9574496746063232, 0.9076064825057983, 0.9365670680999756, 0.9829756021499634, 0.8929064273834229, 0.7928645014762878, 0.703603208065033, 0.8787873983383179, 0.9154531955718994]"
1354,"[[289.5947009241858, 467.8279661333732], [270.0368488666623, 467.7806478253962], [274.80364732964097, 443.0249578302557], [263.9712046246196, 489.0724026073109], [272.6995775089708, 414.91157495234], [322.6421499917674, 552.0336505214564], [320.55978701835454, 381.66409579190343], [411.3414463553318, 560.6073027250299], [414.338380924491, 337.41953580573414], [464.50498665210813, 520.6731973310407], [492.0553990741109, 342.69685152044707], [458.19351728572406, 499.7048614355936], [475.28003257928896, 363.46173884195576], [560.6852160609046, 516.2850733122757], [579.8344314042912, 413.50806715385767], [704.6245815365813, 508.39306991066087], [725.7625739740771, 425.71639503588517]]","[0.7214471101760864, 0.8583813905715942, 0.7811012864112854, 0.6916884183883667, 0.675520658493042, 0.8697578310966492, 0.98304283618927, 0.9467623233795166, 0.9466428160667419, 0.8638559579849243, 0.947483479976654, 0.9680348038673401, 0.7940130233764648, 0.7645757794380188, 0.5151523947715759, 0.879941999912262, 0.8787923455238342]"
1355,"[[298.0175308404967, 483.70861874813096], [281.3588695526123, 475.36080246336724], [286.0128994875176, 454.38447067041716], [280.6521758589634, 499.15081991533344], [286.5156826640284, 440.4304876738188], [329.4239879208942, 545.2378093226674], [334.71389542069545, 378.8021865187649], [436.4943402534308, 552.9589493308912], [420.5156823701637, 341.53315931986396], [476.24568415797035, 519.3069735440341], [489.5202818138655, 354.6113608328349], [482.3265302791152, 505.235205837414], [489.2232956110045, 365.1826966208134], [565.1597617836886, 524.8425468189295], [548.8915655003037, 359.60158352646533], [704.6721586626629, 510.49441396904905], [682.6334367796433, 392.8381289249402]]","[0.5838544964790344, 0.8309003710746765, 0.7998781204223633, 0.6570029258728027, 0.3731323480606079, 0.9337124228477478, 0.9807490110397339, 0.9365887641906738, 0.9273556470870972, 0.6938397884368896, 0.9223295450210571, 0.9367798566818237, 0.7487254738807678, 0.8576783537864685, 0.878499448299408, 0.8437445163726807, 0.6709463000297546]"
1356,"[[308.67309384013333, 483.221680855637], [302.84447073382, 471.5418867631392], [306.5891947746277, 449.7405626214862], [298.4005114311396, 497.5506029630962], [301.36194109362225, 438.503663277512], [335.8629080528437, 544.84649512186], [336.2311371204465, 379.97935317920155], [421.54451508577483, 559.1843074816836], [418.8113696907842, 356.3521944620963], [468.1338991120804, 531.1139704508074], [491.1920853991841, 359.1117369729366], [477.5822874113571, 497.505034670305], [483.45179056566815, 374.73933607767646], [580.3930461351262, 527.8169739645634], [548.8309847365979, 369.2590156810706], [703.1854104773943, 513.7011777156848], [681.4577177180801, 398.11829489383973]]","[0.44659867882728577, 0.8010197877883911, 0.7811934947967529, 0.6500715613365173, 0.35901451110839844, 0.9239898920059204, 0.974433183670044, 0.927370011806488, 0.9036011099815369, 0.7744079828262329, 0.8927698135375977, 0.9387403130531311, 0.6936925053596497, 0.8869088888168335, 0.8842954635620117, 0.8464821577072144, 0.6457507610321045]"
1357,"[[306.4004121270291, 495.2719890101675], [298.4687199038129, 467.4215026563435], [302.44019585986473, 441.34816438957836], [294.21831922752915, 493.7658461429286], [279.95550337503124, 444.26489725067285], [336.5347952066466, 546.248901951256], [339.75451666809795, 382.380385695462], [446.4211972258812, 556.5507427014803], [420.5578520741574, 355.03584428267044], [461.3050934547602, 529.6167751476526], [500.3136474698089, 358.1430593974282], [482.2383990620458, 500.79308833802145], [481.86373431183574, 371.2599116421202], [569.8054491087448, 528.2907177500748], [539.7422214995984, 362.5088895222787], [692.3800741683606, 514.0212121990879], [680.4354724440464, 397.44896409614233]]","[0.7172595262527466, 0.7894447445869446, 0.7368701696395874, 0.6518632173538208, 0.7244105339050293, 0.9305093884468079, 0.9785398244857788, 0.927919864654541, 0.9016917943954468, 0.8612843751907349, 0.8954776525497437, 0.9230709075927734, 0.6727316379547119, 0.8699028491973877, 0.867475152015686, 0.8254498243331909, 0.6374609470367432]"
1358,"[[313.1587138342303, 495.74374112215907], [304.8419132454451, 480.5413511723423], [308.77438222530276, 455.16421669407896], [304.5419233566107, 501.8385782196191], [308.9118667979573, 444.0802673631878], [349.5915701222974, 548.0831047678678], [336.6974871214046, 383.64485015139053], [446.4819984436035, 550.5898215553977], [420.13940988030544, 354.10574443032294], [464.3710860318916, 534.2588579825807], [511.3892808736757, 352.47445284464715], [480.39384141079216, 500.40773674631805], [474.9561541357706, 369.65594277997906], [577.9681747791379, 527.68661572032], [582.0287488005882, 404.35328433388156], [696.187538634899, 508.494873046875], [720.9959030594937, 419.4564512699985]]","[0.7073875665664673, 0.7822055816650391, 0.7379568815231323, 0.6275461316108704, 0.3717997968196869, 0.9358742237091064, 0.9774858355522156, 0.9334359169006348, 0.9046212434768677, 0.7662261128425598, 0.8990694880485535, 0.9231583476066589, 0.6470578908920288, 0.854922354221344, 0.4903375506401062, 0.8298363089561462, 0.7807678580284119]"
1359,"[[311.1223485913388, 492.73487729889354], [302.9365890192431, 472.1744241668847], [307.6918018363243, 450.2008056640625], [301.42473742019297, 500.424422122645], [279.91263451687126, 452.34885475852275], [347.2744346441225, 546.266937985945], [335.28844897691596, 386.1775054201555], [449.11094880658527, 551.2547981225703], [417.85462602903675, 354.3409137634569], [469.21900842356126, 530.1535165595095], [504.6437044809031, 353.50101160660887], [486.71168819693634, 501.2726691579134], [476.95945127620257, 371.1502819882626], [585.5240598279377, 524.9980959367524], [556.1857495862384, 363.0861419239683], [696.0875312450321, 505.68543356571473], [676.9226825625398, 389.38284988038276]]","[0.7796491384506226, 0.8067346811294556, 0.7898205518722534, 0.6516391038894653, 0.6964526772499084, 0.937328577041626, 0.9780038595199585, 0.93668532371521, 0.9097923040390015, 0.8082995414733887, 0.9015661478042603, 0.9274370670318604, 0.699346125125885, 0.8387271165847778, 0.8485589027404785, 0.8240134716033936, 0.6876735687255859]"
1360,"[[294.23983711420107, 486.4481685948714], [289.1133773714997, 482.81502901652215], [294.7121677176897, 461.24832956414474], [288.29153739574343, 500.73125811855186], [294.8577697221623, 446.0003428481983], [332.57600795390994, 544.926787015924], [327.5457464706066, 388.82163015849284], [433.58042394283206, 558.2094241785661], [414.2006601511046, 359.52183481608853], [483.14996382247574, 532.8904497794557], [511.0705484567687, 352.13463596179724], [476.6708076831907, 504.2501641232431], [474.63592893023826, 375.4658296575957], [590.5255693834881, 527.5585762279455], [599.2547579477, 412.9688901764354], [704.7994708571323, 512.2426652680174], [726.6125533303549, 418.86858634401165]]","[0.5196636915206909, 0.8209564685821533, 0.8050957322120667, 0.6248372197151184, 0.4400244951248169, 0.9433435201644897, 0.9805372953414917, 0.9480544328689575, 0.9219672679901123, 0.7217592000961304, 0.9233416318893433, 0.9436323642730713, 0.6840528845787048, 0.875985860824585, 0.5677643418312073, 0.8560335636138916, 0.8445497155189514]"
1361,"[[282.5089498120685, 489.7313752242823], [275.18867656796476, 489.29304113798736], [281.14540077919185, 467.6560601777437], [274.6754155269889, 503.65494285473983], [281.87111650511275, 447.95108192845396], [333.20738983154297, 554.5918471048893], [323.41679863597074, 396.24974008952603], [428.48523717702824, 558.4469268652811], [409.97215843200684, 351.8372341320275], [484.9388410878736, 533.5669587787829], [528.7186467370321, 336.7483943957461], [476.0552339332048, 508.7568540436229], [484.2585073958996, 407.9104278418436], [594.9055623786394, 524.9290648829995], [591.9981203301008, 394.9224298650568], [717.7219357379647, 515.0532378420305], [734.7220326634341, 421.1644836133747]]","[0.6504591703414917, 0.8570836782455444, 0.8440918326377869, 0.6615155935287476, 0.45605185627937317, 0.8086775541305542, 0.9851275682449341, 0.9498482346534729, 0.9333364963531494, 0.755531907081604, 0.7730633020401001, 0.9533543586730957, 0.9548874497413635, 0.873384416103363, 0.9400634765625, 0.8698388338088989, 0.8296364545822144]"
1362,"[[298.88074058710146, 475.84809809780575], [264.53242701153425, 490.3148185921628], [270.5157726199128, 467.8702906558388], [272.17023592217026, 515.3982704564145], [264.40185209762217, 435.1187878476376], [313.84178135284156, 547.8514632083583], [317.0012370833131, 402.17646694639654], [436.49667234198995, 578.5503982470937], [408.22750581696977, 357.71897311415967], [457.8940556991932, 539.6317039380233], [519.940306375193, 346.8959446957237], [467.87765281144965, 507.74253443667766], [476.60032853414845, 414.2715775339227], [568.6732728647631, 525.7487874738338], [570.264409176139, 395.94812347558127], [712.6851677118347, 514.522979590311], [729.6745509657749, 422.86747836610346]]","[0.8221116065979004, 0.8452100157737732, 0.8587936162948608, 0.6855792999267578, 0.68122398853302, 0.9490638375282288, 0.9868695735931396, 0.8390101194381714, 0.9383221864700317, 0.818577766418457, 0.8120033740997314, 0.9591570496559143, 0.9581068754196167, 0.7969391942024231, 0.9660121202468872, 0.9075740575790405, 0.8797992467880249]"
1363,"[[290.0920451851778, 487.2161971096787], [260.598535315935, 501.5453773023979], [266.30901554018953, 475.1838676781175], [257.4462885302167, 513.0681277918474], [256.80825996398926, 439.8100083638606], [330.0960782073265, 565.2342844693854], [313.50190601792445, 413.22674764970844], [420.23027059366535, 578.3113470488188], [399.64159661670067, 352.79545104104363], [470.9770189773205, 555.7424065256803], [516.2082970197811, 334.41159481066836], [463.9161949157715, 506.5997840114758], [471.417243602664, 416.93751284950656], [592.264784657678, 524.8254803379186], [588.5008126192315, 401.28306484678717], [717.8898524129114, 519.3011503812799], [738.7270350497822, 423.50785396886215]]","[0.891444206237793, 0.8945021629333496, 0.8969998359680176, 0.7112998366355896, 0.7385948896408081, 0.9076706171035767, 0.9914018511772156, 0.957726001739502, 0.9453074336051941, 0.8442658185958862, 0.8049969673156738, 0.9679617285728455, 0.9668645858764648, 0.8351541757583618, 0.9643137454986572, 0.9114328622817993, 0.9039772748947144]"
1364,"[[277.450821366421, 483.56891686836497], [249.6476332198742, 493.4893652811005], [256.60910495491913, 469.9179821835751], [255.24740143709406, 527.1541263270036], [253.14798949485603, 456.51554673482354], [294.0469587459121, 561.9447202545604], [297.23345778709233, 411.6226532128439], [426.58563924390216, 574.7938763924193], [375.22575529231585, 339.1741213273774], [491.5227254823197, 557.463118995776], [516.4962351599405, 318.63520426042913], [452.2133115724076, 507.62875497626345], [461.4414348158726, 415.364585766952], [592.732046393461, 519.215087890625], [580.4963540365529, 406.6002673281437], [724.9706511830175, 521.3145804519288], [741.4810341153034, 421.8791760896382]]","[0.8891654014587402, 0.885964035987854, 0.8529893159866333, 0.7359644770622253, 0.44380465149879456, 0.9119446277618408, 0.9856134653091431, 0.8610997796058655, 0.8822401762008667, 0.8021940588951111, 0.8849043250083923, 0.9685351252555847, 0.9644193649291992, 0.8659815788269043, 0.9672607183456421, 0.9153172969818115, 0.9007479548454285]"
1365,"[[248.99960233998854, 488.8789331171501], [242.85546387073606, 490.3937306016256], [240.5025676017584, 469.61427679472564], [243.17344044530114, 525.6581634083433], [234.56532837623774, 449.2760091535212], [281.85946708501774, 555.0387295809659], [291.9639076410338, 396.2611936724357], [404.24843207070995, 574.798532878383], [359.4916214610255, 340.60963607861095], [480.60858251882155, 565.1589717591208], [519.6767252545025, 321.025527881093], [469.30689084252646, 522.9272694564893], [448.9860033434491, 420.901153418436], [599.2439808956412, 520.5498595899372], [580.0285317176996, 407.8783654025867], [728.9948140743168, 523.832184275942], [745.4032261981521, 419.8917166239907]]","[0.7911694049835205, 0.8373801112174988, 0.8883362412452698, 0.7544116973876953, 0.6875573396682739, 0.9478362798690796, 0.9792263507843018, 0.927911639213562, 0.9269335269927979, 0.8504936695098877, 0.9080600738525391, 0.9415858387947083, 0.9616355895996094, 0.9169360399246216, 0.9702089428901672, 0.9125438928604126, 0.8937128782272339]"
1366,"[[242.8524121572805, 487.32092350863957], [223.8257346042367, 498.0283687901839], [220.84255951504375, 473.03391160006726], [229.85031613638236, 532.7523730702377], [218.85941817039668, 454.00168678977275], [302.43484984996707, 556.7234108664773], [276.2933307026708, 392.73318934098387], [406.0654455672863, 577.9062809556295], [358.2155674779138, 335.9154601758747], [491.602718796841, 568.5978267979964], [514.9041351495787, 324.08472672603915], [482.2790444839832, 519.2382170024671], [453.9762634454772, 420.83330802369915], [639.2859820044318, 522.1853506279904], [589.4155298720959, 414.48842317864086], [757.3322394614996, 518.2764547977721], [754.6143878670626, 417.2749146091881]]","[0.9237847328186035, 0.8882095813751221, 0.9092016220092773, 0.7454090118408203, 0.6628739833831787, 0.9646923542022705, 0.8112082481384277, 0.9419904351234436, 0.9431527256965637, 0.8603713512420654, 0.9170428514480591, 0.939490795135498, 0.9674460887908936, 0.9804335832595825, 0.9712767601013184, 0.7880575656890869, 0.8934900760650635]"
1367,"[[226.00386437704398, 504.60575231524746], [204.5807808055434, 518.1011875280353], [199.16370046970457, 484.4262191553435], [209.72409337204556, 543.6939878326854], [196.67709647777468, 456.528869336872], [288.2823696580044, 555.7496460545005], [254.59105629144713, 424.8325913716731], [404.6096932167231, 580.9352192125822], [349.6747537213703, 337.4904212769139], [500.0118238759595, 565.9093683416194], [515.0924217756404, 328.32020736767345], [455.6492763785429, 510.09335750598086], [452.45980435748436, 417.0190488094348], [623.9834991055866, 518.0429150156998], [586.8462863301122, 410.2798724744879], [753.9741012218387, 514.1870000373804], [750.448174642962, 414.07045647288055]]","[0.9444876909255981, 0.9481790065765381, 0.9589242935180664, 0.7623106837272644, 0.7950380444526672, 0.9746828079223633, 0.9870496988296509, 0.95698481798172, 0.9487372636795044, 0.8750054836273193, 0.9229239821434021, 0.9795881509780884, 0.9739172458648682, 0.935389518737793, 0.9703371524810791, 0.7933618426322937, 0.8818425536155701]"
1368,"[[206.3911330478136, 500.1456710596404], [189.81940189627716, 519.6408738131728], [183.7785303869913, 486.34158193779905], [199.65041254842004, 543.1493498149671], [186.03310731399893, 456.92257237776613], [288.3671058832213, 555.929381448116], [257.310901420061, 397.8023342880906], [407.2492710379667, 579.8660796681089], [334.7722637708797, 337.2022097646905], [500.21014430911043, 564.3190228767943], [492.46211153961895, 333.46100583601225], [454.1942105847736, 513.7158626574649], [442.0001682902491, 418.68298690284837], [631.5064827702766, 515.32821728282], [589.0559599233228, 410.2972864762448], [751.1784986451615, 513.9234975422398], [746.0351729892021, 413.4242109818892]]","[0.9730613231658936, 0.9567086696624756, 0.9623631834983826, 0.7832286953926086, 0.8338198661804199, 0.9805217981338501, 0.987255334854126, 0.9541198015213013, 0.9600808620452881, 0.8600975275039673, 0.9303218126296997, 0.9788829684257507, 0.9694114923477173, 0.9260431528091431, 0.9670225977897644, 0.7818748950958252, 0.8809857368469238]"
1369,"[[183.28815247291743, 514.7056294856459], [166.7924948847571, 534.1887580835078], [163.40822654546693, 494.33296313126124], [173.02795800497367, 550.2210290352123], [174.12857153249342, 458.3265328293212], [271.0719214151072, 556.8023418809809], [243.90724053493767, 401.45442104795904], [388.8763120784316, 589.3654523055519], [327.92247718988466, 339.5117012279456], [499.1961944047795, 570.9503392853806], [483.2507176066554, 343.1742895390999], [433.2737291025561, 525.3280245402212], [438.2837922739428, 420.25880074386964], [624.3917122330777, 521.0763622813248], [585.9192173536434, 401.94615414268094], [735.1053321250649, 525.6590920772279], [744.4640920883002, 409.1739008415259]]","[0.978089451789856, 0.9712872505187988, 0.975326657295227, 0.7151789665222168, 0.8089944124221802, 0.9865480661392212, 0.991786003112793, 0.9748852252960205, 0.9647603631019592, 0.8738560676574707, 0.8927372694015503, 0.9448199272155762, 0.9733009338378906, 0.9429877400398254, 0.9728149175643921, 0.906664252281189, 0.8868238925933838]"
1370,"[[157.69865963070893, 520.3866241309061], [132.40447754083678, 542.1121259625448], [134.96556428421377, 513.2290926846591], [149.44193236772404, 543.786042865954], [153.56138335826785, 468.82376492879035], [232.95281274928604, 541.2666109075957], [219.48691297131916, 413.10671865654905], [366.34709575564364, 594.4443924461256], [317.83676139767783, 342.85621168510767], [476.4346006526504, 580.6219183086779], [452.125174056652, 336.2250719572368], [443.3162598720817, 514.1882280413614], [432.83469807824423, 419.3376371392793], [614.4153223924859, 523.5797966039922], [581.6801858059196, 412.79366963217706], [747.1635491570761, 522.9495867131429], [747.9609029902969, 409.6764173005757]]","[0.9828758835792542, 0.9581925868988037, 0.9551324844360352, 0.5928245186805725, 0.755240261554718, 0.47981321811676025, 0.994216799736023, 0.9815753698348999, 0.9713379144668579, 0.9339922666549683, 0.7046239376068115, 0.9764498472213745, 0.9722270965576172, 0.95784991979599, 0.9777553081512451, 0.9007405042648315, 0.8934288024902344]"
1371,"[[140.331594555877, 517.7806215423146], [113.49020791608234, 538.1219102777362], [114.2756517210672, 507.3200981468675], [129.49213668911958, 543.7249025773774], [130.41294634619425, 466.6430839283044], [209.1832670167435, 573.868682715311], [206.64714039203733, 411.39453066593154], [358.36288115035654, 595.5182556444378], [322.0611800426661, 353.0103882420006], [489.683162689209, 588.3311267104446], [467.435907053393, 366.8868624308463], [466.1777035469233, 520.1479620682566], [429.28163439728496, 419.86317319733104], [618.7451243067896, 526.061217385616], [584.3316933387933, 412.0141659969348], [753.7835187246633, 524.4303755326705], [748.873877869096, 411.8677473296389]]","[0.9858477711677551, 0.959243893623352, 0.9629237651824951, 0.606950044631958, 0.7584925293922424, 0.279474675655365, 0.9957872629165649, 0.9817917943000793, 0.9720044136047363, 0.9318340420722961, 0.8681044578552246, 0.957655131816864, 0.9726250171661377, 0.9517437219619751, 0.9756643772125244, 0.8970839977264404, 0.8910714387893677]"
1372,"[[127.2687634534614, 525.7112493925688], [111.10570287150006, 534.7393302369916], [101.76033509609312, 513.8047330573415], [117.52749018336452, 549.1949988552258], [117.69268582588019, 470.7078909988038], [209.51516998645872, 571.2099562649521], [201.78983610729838, 416.53912265905353], [347.9038466076518, 600.4520412609338], [316.7955129874307, 345.50045615748354], [464.6558464848718, 578.1094170529307], [444.25561601062157, 380.37358188172846], [462.820519558219, 517.585420015326], [429.85051913594094, 420.28359153053975], [618.5943731263627, 529.0531023381429], [589.4598694734796, 410.8302737879411], [749.4722916359125, 518.591951069079], [758.7373771445696, 409.10114343086497]]","[0.986905038356781, 0.9453384280204773, 0.9674259424209595, 0.521145761013031, 0.7985564470291138, 0.36590805649757385, 0.9963732361793518, 0.9823360443115234, 0.9742401242256165, 0.7076137065887451, 0.864274263381958, 0.9585161209106445, 0.9751678109169006, 0.9573294520378113, 0.9832189083099365, 0.7537566423416138, 0.8861358165740967]"
1373,"[[146.06727582354878, 535.9371320368571], [91.66042290177457, 545.3769110720693], [91.75928708009941, 499.04305636027215], [100.33531127974045, 553.34579540782], [107.86717943812526, 471.34854403409093], [200.71827369512513, 561.7199181369617], [193.09116152829904, 417.1488755513606], [331.18307869933375, 597.5758383718975], [314.4853848468426, 363.2094387802781], [461.0388605871866, 576.2063817658493], [424.29970686657487, 377.4649208470395], [450.0470863164858, 518.2506389709181], [424.5067200771598, 420.6907777923146], [625.5909537381905, 528.6497972114234], [597.6292276604231, 415.5614504289399], [752.706352056459, 519.6280126252243], [756.2472986398742, 414.19477544903185]]","[0.9113205671310425, 0.9533984661102295, 0.9110254049301147, 0.5579221844673157, 0.8159691095352173, 0.4264812469482422, 0.9977007508277893, 0.9827723503112793, 0.9633277058601379, 0.7521688938140869, 0.8457767367362976, 0.9834322333335876, 0.9765554666519165, 0.9662821888923645, 0.9866069555282593, 0.7675725221633911, 0.889857828617096]"
